                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3482,                 1.6189,                 1.4067,                0.76042,                0.72483,                0.74853,                0.46323,                 1.2779,                 1.3641,                 1.3145,                0.00022,                0.00022,                0.00022
                      2,                 1.2928,                 1.5724,                 1.3922,                0.79332,                0.64405,                0.75296,                0.43911,                 1.3753,                 1.3053,                 1.3716,             0.00043723,             0.00043723,             0.00043723
                      3,                 1.3053,                 1.4959,                 1.3676,                0.78415,                0.63758,                0.73641,                0.44588,                   1.35,                 1.3167,                 1.3593,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.3836,                 1.4262,                 1.3575,                0.70273,                0.63758,                0.70571,                0.42616,                  1.409,                 1.4355,                  1.374,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.4095,                 1.5411,                 1.4109,                0.68418,                0.50336,                0.60999,                0.34781,                 1.4888,                 1.7985,                 1.4848,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.3639,                  1.492,                 1.3869,                0.65079,                0.44966,                0.49803,                0.29646,                 1.5772,                 2.0537,                 1.6047,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.3789,                 1.5044,                 1.3818,                0.75172,                0.60962,                0.70581,                0.42059,                 1.3858,                  1.432,                 1.3606,               0.001167,               0.001167,               0.001167
                      8,                 1.3027,                  1.375,                 1.3259,                0.74961,                0.56376,                 0.6988,                0.39524,                 1.4065,                 1.4582,                 1.3836,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.3026,                 1.3621,                 1.3362,                0.59957,                0.42953,                0.50978,                0.28421,                 1.4828,                 1.8237,                 1.4948,               0.001208,               0.001208,               0.001208
                     10,                 1.3861,                 1.4904,                 1.4025,                0.71032,                0.65772,                0.72829,                0.41891,                 1.3669,                 1.3624,                 1.3872,               0.001109,               0.001109,               0.001109
                     11,                 1.2994,                 1.5281,                  1.333,                0.79343,                 0.7047,                0.76643,                0.43799,                 1.3529,                 1.3476,                 1.3816,                0.00101,                0.00101,                0.00101
                     12,                 1.2388,                 1.4816,                  1.304,                0.70816,                0.51678,                0.62171,                0.35045,                 1.4167,                 1.5803,                 1.4872,               0.000911,               0.000911,               0.000911
                     13,                 1.2133,                  1.374,                 1.3216,                0.71328,                0.71141,                 0.7278,                0.46424,                 1.2861,                 1.3574,                 1.3067,               0.000812,               0.000812,               0.000812
                     14,                 1.1506,                 1.2976,                  1.253,                0.75479,                0.68456,                0.78699,                0.51992,                 1.1772,                 1.2184,                 1.2353,               0.000713,               0.000713,               0.000713
                     15,                 1.1346,                  1.214,                 1.2592,                0.80681,                0.73826,                0.84145,                0.55918,                 1.1704,                 1.0648,                 1.1926,               0.000614,               0.000614,               0.000614
                     16,                  1.125,                 1.1449,                 1.2066,                 0.8009,                0.81879,                0.87611,                0.58404,                 1.1278,                0.98038,                   1.17,               0.000515,               0.000515,               0.000515
                     17,                 1.0995,                 1.1265,                 1.2286,                0.74486,                0.84251,                0.87672,                0.59646,                  1.089,                0.94413,                 1.1464,               0.000416,               0.000416,               0.000416
                     18,                 1.0906,                 1.0757,                 1.1854,                0.82036,                0.80537,                0.89725,                0.63476,                 1.0335,                0.88058,                 1.1072,               0.000317,               0.000317,               0.000317
                     19,                 1.0764,                 1.0521,                 1.1954,                0.88092,                0.79866,                0.91161,                0.64651,                 1.0275,                0.84624,                  1.101,               0.000218,               0.000218,               0.000218
                     20,                 1.0569,                0.99617,                  1.194,                0.92385,                0.79195,                0.92312,                0.66142,                 1.0166,                0.82898,                 1.0907,               0.000119,               0.000119,               0.000119
