                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1904,                 1.0305,                 1.2271,                    0.8,                0.79866,                0.85567,                0.57565,                 1.1338,                0.92927,                  1.163,                0.00022,                0.00022,                0.00022
                      2,                 1.2049,                 1.0356,                 1.2585,                0.77142,                0.74748,                0.82128,                0.54142,                 1.1395,                 1.0091,                 1.1871,             0.00043723,             0.00043723,             0.00043723
                      3,                 1.1661,                 1.0441,                 1.2396,                0.75104,                0.74914,                0.81528,                 0.5315,                 1.2451,                 1.0733,                 1.2914,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.2141,                 1.0819,                 1.2305,                0.79975,                0.60403,                0.75063,                0.46504,                 1.3371,                 1.2018,                 1.3174,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.2431,                 1.0876,                  1.308,                0.72848,                0.64824,                0.75522,                0.46754,                 1.3208,                 1.2125,                  1.316,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.2084,                 1.0331,                 1.2391,                0.78966,                0.65772,                0.74806,                0.46564,                 1.3364,                 1.2125,                 1.3385,              0.0010685,              0.0010685,              0.0010685
                      7,                  1.235,                 1.0279,                 1.2623,                0.73357,                0.63758,                0.72108,                0.44032,                 1.3763,                 1.2442,                 1.3578,               0.001167,               0.001167,               0.001167
                      8,                  1.207,                 1.0371,                 1.2443,                0.79376,                0.62416,                0.73418,                0.43297,                 1.4057,                 1.2718,                 1.3785,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.2339,                 1.0057,                 1.2149,                0.68371,                0.62416,                0.65684,                0.39156,                  1.408,                 1.3451,                  1.334,               0.001208,               0.001208,               0.001208
                     10,                 1.2213,                 1.0382,                  1.235,                0.71179,                0.65101,                0.70158,                0.41734,                 1.3643,                 1.2856,                 1.3314,               0.001109,               0.001109,               0.001109
                     11,                 1.1467,                 1.0425,                 1.1984,                0.75781,                  0.567,                0.67792,                0.42173,                 1.3135,                 1.3229,                 1.2892,                0.00101,                0.00101,                0.00101
                     12,                 1.1671,                0.98813,                 1.1971,                0.79617,                0.61745,                0.72012,                0.43827,                 1.3928,                 1.2342,                 1.3343,               0.000911,               0.000911,               0.000911
                     13,                 1.0744,                0.93253,                 1.1614,                0.66391,                0.62311,                0.68547,                0.40902,                 1.4377,                 1.5521,                 1.3927,               0.000812,               0.000812,               0.000812
                     14,                 1.1207,                0.90946,                 1.1625,                0.70766,                0.63087,                 0.6905,                 0.4086,                 1.4233,                 1.5576,                 1.3739,               0.000713,               0.000713,               0.000713
                     15,                 1.0712,                0.85173,                 1.1379,                 0.7508,                0.68751,                0.75675,                0.45922,                 1.3519,                 1.2339,                 1.3234,               0.000614,               0.000614,               0.000614
                     16,                 1.0481,                0.83063,                  1.139,                0.76781,                0.71812,                 0.7872,                0.49492,                 1.3066,                 1.1131,                 1.2793,               0.000515,               0.000515,               0.000515
                     17,                 1.0098,                0.78741,                 1.1197,                0.81132,                0.69128,                0.78384,                0.49352,                 1.3221,                 1.1215,                 1.2988,               0.000416,               0.000416,               0.000416
                     18,                 1.0125,                0.72312,                  1.107,                0.80619,                0.67785,                0.78078,                0.50288,                 1.2755,                 1.1222,                 1.2768,               0.000317,               0.000317,               0.000317
                     19,                0.94802,                 0.7202,                 1.0718,                0.78339,                0.67114,                0.78135,                 0.5141,                 1.2473,                 1.1024,                 1.2625,               0.000218,               0.000218,               0.000218
                     20,                0.93291,                0.71067,                 1.0975,                0.81691,                0.67114,                0.79249,                0.50918,                 1.2696,                 1.0943,                 1.2666,               0.000119,               0.000119,               0.000119
