                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3019,                 1.1595,                 1.3189,                0.80814,                0.69539,                0.82689,                0.56031,                 1.1101,                 1.0028,                 1.1682,                0.00034,                0.00034,                0.00034
                      2,                 1.2777,                 1.1169,                 1.2671,                0.81525,                 0.7077,                0.80966,                0.54047,                 1.1608,                 1.0617,                 1.1727,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.2428,                 1.1296,                 1.2793,                0.72064,                0.71226,                0.76025,                0.46616,                 1.2962,                 1.2418,                 1.3012,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.3339,                 1.1917,                 1.3091,                0.70788,                0.66038,                0.73069,                 0.4541,                 1.2875,                 1.2539,                 1.3241,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.2849,                 1.1877,                 1.3041,                0.63184,                0.58491,                0.63851,                0.36931,                  1.482,                 1.4475,                 1.4589,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.3102,                 1.1827,                 1.2962,                0.63508,                0.60849,                0.64029,                0.36094,                 1.4128,                 1.4094,                 1.4097,               0.001505,               0.001505,               0.001505
                      7,                 1.2707,                 1.2332,                 1.2869,                0.71489,                0.48113,                 0.6021,                0.35691,                 1.3638,                 1.4444,                 1.4045,               0.001406,               0.001406,               0.001406
                      8,                 1.2808,                 1.1537,                 1.2933,                  0.676,                0.62986,                0.67191,                0.41032,                 1.2925,                  1.992,                 1.3231,               0.001307,               0.001307,               0.001307
                      9,                 1.2735,                 1.1649,                 1.2944,                0.68567,                0.63794,                0.68628,                0.41915,                 1.3257,                 1.3109,                 1.3341,               0.001208,               0.001208,               0.001208
                     10,                 1.2661,                 1.1566,                   1.28,                0.66156,                0.67453,                0.69682,                0.40952,                 1.3549,                  1.277,                 1.3732,               0.001109,               0.001109,               0.001109
                     11,                 1.2099,                 1.1504,                 1.2494,                0.65126,                0.59434,                0.66082,                0.42112,                 1.3094,                 1.4497,                 1.3343,                0.00101,                0.00101,                0.00101
                     12,                 1.1607,                   1.04,                 1.2191,                 0.7946,                0.62736,                0.73892,                0.45582,                 1.2853,                 1.2225,                 1.3185,               0.000911,               0.000911,               0.000911
                     13,                 1.1073,                  1.003,                 1.1979,                0.80951,                0.62264,                0.75138,                0.48466,                  1.203,                 1.1814,                   1.28,               0.000812,               0.000812,               0.000812
                     14,                 1.0795,                 0.9262,                 1.1684,                0.78363,                0.67453,                0.76389,                0.47311,                 1.2476,                 1.1893,                 1.3096,               0.000713,               0.000713,               0.000713
                     15,                 1.0583,                0.89458,                 1.1617,                0.84077,                0.68396,                0.77458,                0.49361,                 1.2107,                 1.1889,                 1.2719,               0.000614,               0.000614,               0.000614
                     16,                 1.0446,                0.86068,                 1.1526,                0.78558,                0.70856,                0.80395,                0.52316,                 1.2078,                 1.0432,                 1.2535,               0.000515,               0.000515,               0.000515
                     17,                 1.0442,                0.82034,                 1.1311,                0.74573,                 0.7747,                0.81586,                0.52339,                 1.2304,                 1.0367,                 1.2698,               0.000416,               0.000416,               0.000416
                     18,                 1.0121,                0.79517,                  1.134,                0.78246,                0.74057,                 0.8122,                0.53744,                 1.1808,                 1.0173,                  1.233,               0.000317,               0.000317,               0.000317
                     19,                0.98635,                0.76162,                 1.0972,                 0.7855,                0.74528,                0.82263,                0.55101,                 1.1533,                0.98905,                 1.2032,               0.000218,               0.000218,               0.000218
                     20,                0.98169,                 0.7368,                  1.082,                0.77374,                0.75814,                0.82359,                0.55915,                 1.1562,                0.96132,                 1.2086,               0.000119,               0.000119,               0.000119
