                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1395,                0.89461,                  1.212,                0.90645,                0.91038,                 0.9737,                0.74332,                0.88536,                0.57804,                 1.0265,                0.00034,                0.00034,                0.00034
                      2,                 1.1396,                0.86829,                 1.1905,                0.89477,                0.85849,                0.94089,                 0.6833,                0.94665,                0.71015,                 1.0488,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.1077,                0.88323,                 1.1928,                0.80249,                0.86244,                0.90763,                 0.6157,                 1.0742,                0.88938,                  1.124,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.2394,                0.95921,                 1.2464,                0.86013,                0.66717,                0.82554,                0.55924,                 1.0849,                0.98584,                 1.1345,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.1905,                0.98695,                  1.228,                0.73566,                0.71698,                0.79439,                0.50923,                 1.2028,                 1.0556,                 1.2393,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.1997,                0.98156,                 1.2197,                0.77742,                0.72642,                0.83761,                0.54023,                 1.1541,                  1.473,                 1.2183,               0.001505,               0.001505,               0.001505
                      7,                 1.2006,                 1.0748,                 1.2413,                0.83814,                0.70831,                0.83457,                0.54636,                 1.1401,                0.99843,                 1.1852,               0.001406,               0.001406,               0.001406
                      8,                 1.2053,                0.97915,                 1.2351,                0.83621,                0.69838,                  0.803,                0.51782,                 1.2388,                 1.1959,                 1.2779,               0.001307,               0.001307,               0.001307
                      9,                 1.1966,                0.98295,                 1.2477,                0.74343,                0.68868,                0.76204,                0.49041,                 1.2448,                 1.1324,                 1.2806,               0.001208,               0.001208,               0.001208
                     10,                 1.1984,                0.99014,                 1.2268,                0.78391,                0.76415,                0.80597,                0.52456,                 1.1616,                0.99331,                 1.2393,               0.001109,               0.001109,               0.001109
                     11,                 1.1066,                0.96661,                 1.1766,                0.74665,                0.73585,                 0.8004,                0.55156,                 1.1452,                0.98641,                 1.1888,                0.00101,                0.00101,                0.00101
                     12,                 1.0565,                0.85188,                 1.1419,                0.81597,                 0.6934,                0.78306,                0.51847,                 1.1624,                  1.015,                 1.1943,               0.000911,               0.000911,               0.000911
                     13,                  1.011,                0.79809,                 1.1244,                0.86337,                0.74514,                0.85087,                0.57897,                 1.1003,                 0.8888,                 1.1716,               0.000812,               0.000812,               0.000812
                     14,                0.97164,                0.73362,                 1.0959,                 0.8427,                0.78335,                0.85996,                 0.5777,                 1.0929,                0.85804,                 1.1647,               0.000713,               0.000713,               0.000713
                     15,                0.94212,                0.70932,                 1.0802,                0.86232,                0.72642,                0.84445,                0.57181,                 1.0931,                0.89731,                 1.1618,               0.000614,               0.000614,               0.000614
                     16,                0.93499,                0.67645,                 1.0818,                0.82336,                0.75943,                 0.8647,                0.58999,                 1.0597,                0.85695,                 1.1573,               0.000515,               0.000515,               0.000515
                     17,                0.91163,                0.64906,                 1.0552,                0.81546,                0.82075,                0.88702,                0.62149,                 1.0408,                0.82302,                 1.1392,               0.000416,               0.000416,               0.000416
                     18,                0.91562,                0.64637,                 1.0669,                0.87551,                0.82932,                 0.9042,                0.63693,                 1.0001,                0.77035,                 1.1053,               0.000317,               0.000317,               0.000317
                     19,                0.88705,                0.61155,                 1.0448,                0.86129,                0.83491,                0.91434,                0.65001,                0.99394,                0.72405,                 1.1008,               0.000218,               0.000218,               0.000218
                     20,                 0.8712,                0.58139,                 1.0281,                 0.8892,                0.79496,                0.91595,                0.65884,                0.98901,                0.71996,                 1.0953,               0.000119,               0.000119,               0.000119
