                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2414,                 1.2428,                  1.259,                0.78238,                0.69128,                0.79477,                0.50792,                 1.2426,                 1.1502,                 1.2432,                0.00022,                0.00022,                0.00022
                      2,                 1.2676,                 1.2143,                 1.3103,                0.72715,                 0.7047,                0.79121,                0.50832,                 1.2172,                 1.1202,                 1.2408,             0.00043723,             0.00043723,             0.00043723
                      3,                  1.247,                 1.2183,                 1.3107,                 0.6369,                0.74166,                0.75498,                0.48454,                 1.2411,                 1.2056,                  1.246,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.2769,                 1.2336,                 1.2647,                0.72587,                0.53691,                0.66363,                0.36613,                 1.3719,                 1.5408,                 1.3281,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.2808,                 1.2252,                 1.3141,                0.64165,                0.57718,                0.61508,                0.35666,                  1.467,                  1.514,                 1.4212,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.2921,                 1.2477,                 1.2901,                0.66432,                0.58442,                0.64947,                0.36894,                 1.4899,                 1.4558,                 1.4851,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.3393,                 1.2164,                 1.3338,                0.66214,                0.54362,                0.63044,                0.35668,                 1.5128,                 1.5301,                 1.4874,               0.001167,               0.001167,               0.001167
                      8,                 1.2761,                 1.2087,                 1.3231,                0.60703,                0.51678,                 0.5912,                0.31647,                 1.5565,                  1.682,                 1.5159,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.3046,                 1.1493,                 1.2805,                0.63409,                0.61641,                 0.6013,                 0.3452,                 1.5089,                 1.4792,                 1.4746,               0.001208,               0.001208,               0.001208
                     10,                 1.2501,                 1.1807,                 1.2766,                0.68967,                0.57047,                0.60374,                0.34883,                 1.4681,                 1.4608,                 1.4426,               0.001109,               0.001109,               0.001109
                     11,                 1.1782,                   1.25,                 1.2449,                0.61446,                0.48993,                0.54578,                0.32526,                  1.455,                  1.744,                 1.4208,                0.00101,                0.00101,                0.00101
                     12,                  1.195,                 1.1893,                 1.2363,                0.58395,                0.50867,                0.55929,                0.32987,                 1.4368,                 1.6068,                 1.4351,               0.000911,               0.000911,               0.000911
                     13,                 1.1199,                 1.0684,                 1.1822,                0.73394,                0.51678,                0.61184,                0.34956,                 1.4649,                 1.5516,                 1.4981,               0.000812,               0.000812,               0.000812
                     14,                 1.1188,                 1.0263,                   1.17,                0.69751,                 0.5906,                0.64568,                0.37949,                 1.4263,                 1.4207,                  1.406,               0.000713,               0.000713,               0.000713
                     15,                  1.124,                0.97598,                 1.1767,                0.68001,                0.53691,                0.60619,                0.35651,                 1.4461,                 1.4989,                 1.4606,               0.000614,               0.000614,               0.000614
                     16,                 1.0965,                0.96308,                 1.1709,                0.76176,                0.54362,                0.68252,                 0.4006,                 1.4389,                 1.3849,                 1.4149,               0.000515,               0.000515,               0.000515
                     17,                 1.0495,                0.86568,                 1.1495,                0.64066,                0.69128,                0.74124,                0.43866,                 1.4005,                 1.2132,                 1.4043,               0.000416,               0.000416,               0.000416
                     18,                 1.0283,                0.86255,                 1.1152,                0.71921,                0.67785,                0.75834,                0.47142,                 1.3225,                 1.1992,                 1.3551,               0.000317,               0.000317,               0.000317
                     19,                0.99573,                0.84791,                 1.1034,                0.80474,                0.61074,                0.75602,                 0.4737,                 1.2886,                 1.1757,                 1.3369,               0.000218,               0.000218,               0.000218
                     20,                0.97976,                0.82102,                 1.1202,                0.66504,                0.69128,                0.74763,                0.47481,                 1.2726,                 1.1618,                 1.3176,               0.000119,               0.000119,               0.000119
