                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3389,                 1.3212,                 1.3302,                0.77487,                0.73919,                0.80659,                0.49663,                 1.2614,                  1.092,                 1.2832,                0.00022,                0.00022,                0.00022
                      2,                 1.3017,                 1.2513,                 1.2868,                 0.6976,                0.74316,                0.74511,                0.46453,                 1.2667,                 1.2403,                 1.2458,             0.00043723,             0.00043723,             0.00043723
                      3,                 1.3034,                 1.2498,                  1.276,                0.73381,                0.62905,                0.73694,                0.45653,                 1.2694,                 1.2639,                 1.2718,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.3299,                 1.2099,                 1.2956,                0.73627,                0.61745,                0.70511,                0.39855,                 1.4554,                 1.3771,                 1.4454,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.3693,                  1.272,                   1.33,                0.75679,                0.54297,                0.68107,                0.38019,                 1.4548,                 1.4453,                 1.4375,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.3156,                 1.2612,                 1.3184,                0.63378,                0.65044,                0.67499,                0.38128,                 1.5522,                 1.4633,                 1.4904,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.3082,                  1.233,                 1.3317,                0.68876,                0.53468,                0.57406,                 0.3108,                 1.5848,                 1.7814,                  1.491,               0.001167,               0.001167,               0.001167
                      8,                 1.3509,                 1.2538,                 1.3514,                0.64762,                0.50336,                0.56083,                0.34182,                 1.5263,                 1.7587,                 1.4954,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.3148,                 1.1475,                 1.2707,                0.70255,                0.57047,                0.67226,                 0.3682,                 1.4573,                 1.6848,                 1.4219,               0.001208,               0.001208,               0.001208
                     10,                 1.2983,                 1.2014,                 1.3034,                0.75649,                0.55705,                0.68761,                0.38014,                 1.4512,                 1.4292,                   1.39,               0.001109,               0.001109,               0.001109
                     11,                 1.2923,                 1.2445,                 1.3025,                0.75184,                0.56376,                0.66267,                0.36568,                  1.484,                 1.4198,                 1.4473,                0.00101,                0.00101,                0.00101
                     12,                 1.2021,                 1.1683,                 1.2504,                0.76667,                0.57718,                0.67444,                0.37919,                 1.4538,                 1.3568,                 1.4084,               0.000911,               0.000911,               0.000911
                     13,                 1.2146,                 1.1049,                 1.2689,                0.72993,                0.63087,                0.68471,                0.38621,                 1.4509,                 1.5427,                 1.3964,               0.000812,               0.000812,               0.000812
                     14,                 1.1794,                  1.075,                  1.189,                0.75197,                0.62416,                0.69563,                0.39681,                 1.4345,                 1.3511,                 1.3856,               0.000713,               0.000713,               0.000713
                     15,                 1.1926,                 1.0465,                 1.2226,                0.77909,                0.65101,                0.72961,                0.41719,                 1.4464,                 1.3349,                 1.3798,               0.000614,               0.000614,               0.000614
                     16,                 1.1319,                 1.0268,                 1.1916,                0.80972,                0.65101,                0.75745,                0.45192,                 1.4187,                 1.2532,                 1.3595,               0.000515,               0.000515,               0.000515
                     17,                   1.07,                0.92792,                 1.1498,                 0.6938,                0.71812,                0.74271,                0.45282,                 1.3547,                 1.1934,                 1.3178,               0.000416,               0.000416,               0.000416
                     18,                 1.0351,                0.88765,                 1.1041,                0.78052,                0.63758,                0.75477,                 0.4622,                 1.3343,                 1.1914,                 1.2759,               0.000317,               0.000317,               0.000317
                     19,                  1.026,                0.83843,                 1.1039,                0.79094,                0.69799,                0.77708,                0.48852,                 1.3127,                 1.1618,                  1.266,               0.000218,               0.000218,               0.000218
                     20,                 1.0305,                0.81836,                 1.1298,                  0.783,                0.69799,                 0.7819,                0.49532,                 1.2874,                 1.1284,                 1.2586,               0.000119,               0.000119,               0.000119
