                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2628,                0.96084,                 1.3083,                0.85428,                0.91038,                0.94971,                0.70096,                0.89384,                0.75613,                 1.0359,                0.00034,                0.00034,                0.00034
                      2,                  1.233,                 1.0131,                   1.26,                0.92459,                0.85377,                0.95215,                 0.6981,                0.93917,                0.71023,                 1.0595,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.2154,                0.96512,                 1.2529,                0.80956,                0.78202,                0.86022,                0.58824,                 1.0572,                 1.2098,                 1.1237,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.2315,                 1.0448,                 1.2706,                0.68531,                   0.75,                0.79443,                0.51049,                  1.142,                 1.0869,                 1.2185,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.3127,                 1.0899,                 1.2971,                0.51498,                0.71698,                0.61992,                0.39408,                 1.2021,                 1.8291,                 1.2266,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.2638,                 1.0531,                 1.2932,                 0.6631,                0.68868,                0.73205,                0.46119,                 1.2793,                 1.4249,                 1.3033,               0.001505,               0.001505,               0.001505
                      7,                 1.2744,                 1.0559,                  1.275,                0.77079,                0.65566,                0.74346,                0.47715,                 1.2405,                 1.3244,                 1.2683,               0.001406,               0.001406,               0.001406
                      8,                 1.2634,                 1.0543,                 1.2719,                0.73833,                0.68396,                0.75317,                0.50333,                 1.1614,                 1.0925,                 1.2258,               0.001307,               0.001307,               0.001307
                      9,                 1.2274,                 1.0271,                 1.2556,                0.79155,                0.69855,                0.80001,                0.51616,                  1.212,                 1.0588,                 1.2721,               0.001208,               0.001208,               0.001208
                     10,                 1.2353,                 1.0107,                 1.2829,                0.80876,                 0.7217,                0.82007,                0.53295,                 1.2015,                0.97537,                 1.2439,               0.001109,               0.001109,               0.001109
                     11,                 1.1483,                0.92575,                 1.2331,                0.86548,                0.62736,                0.77245,                  0.522,                 1.1674,                 1.2414,                 1.2262,                0.00101,                0.00101,                0.00101
                     12,                 1.1273,                0.89261,                 1.2108,                0.80034,                0.62398,                0.77178,                0.51335,                 1.1568,                 1.1165,                 1.2213,               0.000911,               0.000911,               0.000911
                     13,                 1.1147,                0.86237,                 1.1909,                0.72518,                0.68459,                0.78349,                0.51205,                 1.1925,                 1.0611,                 1.2457,               0.000812,               0.000812,               0.000812
                     14,                 1.0848,                0.83168,                 1.1749,                0.85013,                0.69566,                0.83681,                0.56812,                 1.1462,                0.94016,                 1.1998,               0.000713,               0.000713,               0.000713
                     15,                 1.0743,                0.79531,                 1.1688,                0.74147,                0.75943,                0.83573,                0.55913,                 1.1568,                0.93679,                 1.2209,               0.000614,               0.000614,               0.000614
                     16,                 1.0428,                0.74613,                 1.1529,                0.82902,                0.75475,                0.85768,                0.58715,                 1.0842,                0.87353,                 1.1795,               0.000515,               0.000515,               0.000515
                     17,                 1.0328,                0.72574,                 1.1458,                 0.7967,                 0.7783,                0.86145,                0.58314,                 1.0968,                0.85854,                 1.1778,               0.000416,               0.000416,               0.000416
                     18,                0.97538,                0.70593,                 1.1238,                0.84966,                 0.7217,                0.87137,                 0.5942,                  1.097,                0.83122,                 1.1693,               0.000317,               0.000317,               0.000317
                     19,                0.95614,                0.65094,                 1.0906,                0.87757,                0.72642,                0.87954,                0.60773,                 1.0701,                0.82942,                 1.1566,               0.000218,               0.000218,               0.000218
                     20,                0.94967,                0.65505,                 1.0984,                0.91576,                 0.7179,                0.88982,                0.61862,                  1.053,                0.80433,                 1.1414,               0.000119,               0.000119,               0.000119
