                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3169,                 1.2245,                    1.3,                   0.76,                0.76415,                  0.845,                0.58613,                  1.103,                0.95012,                 1.1634,                0.00034,                0.00034,                0.00034
                      2,                 1.2896,                 1.1415,                 1.2815,                  0.784,                0.68483,                 0.8022,                 0.5227,                 1.1616,                 1.0935,                 1.1969,             0.00066535,             0.00066535,             0.00066535
                      3,                  1.364,                 1.2129,                 1.3398,                0.69292,                0.74505,                0.78182,                0.50352,                 1.2844,                 1.0954,                 1.2821,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.4092,                 1.2713,                  1.355,                0.70786,                   0.75,                0.80093,                0.51275,                 1.1771,                 1.1272,                 1.2418,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.3412,                  1.237,                 1.3184,                0.61089,                 0.5332,                 0.5643,                0.28794,                 1.6126,                 1.8432,                 1.5658,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.3481,                  1.242,                 1.3476,                0.68546,                0.65094,                0.70602,                0.43156,                 1.3597,                 1.3029,                 1.4016,               0.001505,               0.001505,               0.001505
                      7,                 1.3199,                 1.2052,                 1.3384,                 0.6549,                0.63679,                0.66363,                0.38291,                 1.4524,                 1.4104,                 1.4432,               0.001406,               0.001406,               0.001406
                      8,                 1.3246,                 1.1781,                 1.3179,                0.74262,                0.53774,                0.64018,                0.36129,                 1.4743,                  1.346,                 1.5001,               0.001307,               0.001307,               0.001307
                      9,                 1.3167,                 1.1971,                  1.319,                0.78953,                0.55189,                0.66948,                0.38811,                 1.4566,                 1.4708,                 1.4409,               0.001208,               0.001208,               0.001208
                     10,                 1.2998,                 1.1812,                 1.3413,                0.74515,                0.58019,                0.68117,                0.38189,                 1.4077,                 1.6226,                 1.4344,               0.001109,               0.001109,               0.001109
                     11,                 1.2606,                 1.1956,                 1.2922,                0.74461,                0.60849,                0.70759,                0.43306,                 1.3438,                 1.3275,                 1.3695,                0.00101,                0.00101,                0.00101
                     12,                 1.2668,                 1.1399,                 1.3073,                0.75905,                0.63208,                0.72588,                0.44647,                 1.3215,                 1.2365,                 1.3603,               0.000911,               0.000911,               0.000911
                     13,                  1.188,                 1.0178,                 1.2403,                0.73877,                0.68035,                0.72771,                 0.4479,                 1.2746,                 1.4555,                 1.3431,               0.000812,               0.000812,               0.000812
                     14,                 1.1497,                0.97265,                 1.2178,                0.74503,                0.66509,                0.74058,                0.46655,                 1.2885,                 1.1575,                 1.3363,               0.000713,               0.000713,               0.000713
                     15,                 1.1301,                0.92058,                 1.2055,                0.81382,                0.63918,                0.77208,                0.47534,                 1.2433,                 1.0638,                  1.271,               0.000614,               0.000614,               0.000614
                     16,                 1.1032,                0.89115,                 1.1908,                0.84932,                0.61151,                0.75911,                0.48183,                  1.255,                 1.1499,                 1.2754,               0.000515,               0.000515,               0.000515
                     17,                 1.0701,                0.82362,                 1.1628,                0.81058,                0.64591,                0.75464,                0.48048,                 1.2575,                 1.0976,                 1.3047,               0.000416,               0.000416,               0.000416
                     18,                 1.0541,                0.82284,                 1.1561,                0.76782,                0.66509,                0.76824,                 0.4797,                 1.2748,                  1.082,                 1.3136,               0.000317,               0.000317,               0.000317
                     19,                 1.0387,                 0.8172,                 1.1426,                0.74858,                0.68817,                0.77575,                0.49796,                 1.2474,                 1.0752,                 1.2961,               0.000218,               0.000218,               0.000218
                     20,                 1.0209,                0.80388,                 1.1351,                0.78032,                0.68396,                0.78815,                 0.5005,                 1.2286,                 1.0264,                 1.2857,               0.000119,               0.000119,               0.000119
