                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0706,                0.89227,                 1.1789,                0.89368,                0.83267,                0.91956,                0.65373,                 1.0018,                0.75848,                 1.0984,                0.00034,                0.00034,                0.00034
                      2,                 1.0193,                0.86593,                 1.1792,                0.84075,                0.83491,                0.90863,                0.64348,                 1.0335,                0.76152,                 1.1315,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.0551,                0.92498,                 1.1934,                0.81447,                0.74546,                0.86881,                0.59841,                 1.0822,                0.87955,                  1.154,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.1096,                0.96452,                 1.2203,                0.75744,                0.77358,                0.82006,                0.52085,                 1.2335,                 1.0181,                  1.259,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.1896,                 1.0395,                 1.2426,                0.80921,                0.74528,                0.83079,                0.50226,                 1.2769,                  1.141,                 1.3006,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.1689,                 1.0579,                 1.2711,                0.76863,                0.67383,                0.79553,                0.52019,                  1.192,                 1.0094,                 1.2415,               0.001505,               0.001505,               0.001505
                      7,                 1.1808,                 1.0947,                 1.3075,                0.76384,                0.63679,                0.75471,                0.47782,                 1.2899,                 1.1464,                 1.3104,               0.001406,               0.001406,               0.001406
                      8,                 1.1616,                 1.0106,                 1.2575,                0.75983,                0.75943,                0.82392,                0.55643,                   1.14,                0.96793,                 1.2035,               0.001307,               0.001307,               0.001307
                      9,                 1.1724,                 1.0182,                 1.2542,                0.77835,                0.63208,                0.74199,                0.48991,                   1.24,                 1.2145,                 1.2872,               0.001208,               0.001208,               0.001208
                     10,                 1.1424,                0.98814,                 1.2477,                0.81432,                0.81604,                0.88039,                0.60717,                 1.0679,                0.94561,                 1.1382,               0.001109,               0.001109,               0.001109
                     11,                 1.0967,                0.99277,                 1.2241,                0.84285,                0.75894,                0.85732,                0.58023,                 1.1249,                 1.0207,                 1.1616,                0.00101,                0.00101,                0.00101
                     12,                  1.076,                0.97236,                 1.2059,                0.81662,                0.74528,                0.85119,                0.58913,                  1.003,                0.92429,                  1.112,               0.000911,               0.000911,               0.000911
                     13,                 1.0467,                0.86862,                 1.1707,                0.89536,                0.76685,                0.89332,                0.63385,                 1.0194,                0.82207,                 1.1188,               0.000812,               0.000812,               0.000812
                     14,                 1.0414,                0.90742,                 1.1869,                0.88925,                0.79539,                0.92237,                0.64606,                 1.0139,                0.80898,                 1.1077,               0.000713,               0.000713,               0.000713
                     15,                0.98953,                0.82567,                 1.1542,                0.89556,                0.83962,                0.93817,                0.67833,                0.96655,                0.78073,                 1.0859,               0.000614,               0.000614,               0.000614
                     16,                 0.9856,                0.75726,                 1.1407,                0.87681,                0.86321,                0.93453,                0.68422,                0.94961,                0.71661,                 1.0855,               0.000515,               0.000515,               0.000515
                     17,                0.93653,                0.74617,                 1.1156,                0.91564,                0.87036,                0.94919,                0.71435,                0.92995,                0.67255,                 1.0662,               0.000416,               0.000416,               0.000416
                     18,                0.94712,                0.75012,                 1.1062,                0.89953,                0.92912,                 0.9686,                0.71815,                0.90577,                0.65658,                 1.0394,               0.000317,               0.000317,               0.000317
                     19,                0.94414,                0.70065,                 1.1163,                0.90738,                0.93396,                0.97134,                0.73438,                0.86393,                0.61203,                 1.0249,               0.000218,               0.000218,               0.000218
                     20,                 0.8771,                 0.6681,                 1.0725,                0.91601,                 0.9434,                0.97728,                0.74932,                0.83582,                0.57929,                 1.0171,               0.000119,               0.000119,               0.000119
