                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2604,                 1.2544,                 1.2749,                0.77469,                0.73845,                0.81366,                0.52371,                 1.2425,                  1.094,                  1.261,                0.00022,                0.00022,                0.00022
                      2,                 1.2498,                 1.2223,                 1.3044,                0.72407,                 0.7047,                0.77608,                0.49635,                 1.2659,                 1.2102,                 1.2601,             0.00043723,             0.00043723,             0.00043723
                      3,                 1.2033,                 1.1889,                 1.2723,                0.77965,                0.67785,                0.72909,                0.43322,                 1.3585,                 1.2593,                 1.3394,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.1951,                 1.1387,                 1.2467,                0.79913,                0.53402,                0.66058,                0.40676,                  1.345,                 1.4463,                 1.3219,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.2187,                 1.1674,                 1.2662,                0.70908,                0.60527,                0.69914,                0.41689,                   1.36,                 1.3726,                   1.33,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.2238,                 1.1357,                 1.2535,                0.71257,                0.60403,                0.71444,                0.41318,                 1.4025,                 1.3649,                 1.3475,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.2556,                  1.183,                 1.2764,                0.71316,                0.66745,                 0.6869,                0.37721,                 1.5833,                 1.4616,                 1.4893,               0.001167,               0.001167,               0.001167
                      8,                 1.2518,                 1.1831,                 1.3076,                 0.7879,                 0.5906,                0.66714,                 0.4068,                 1.4045,                 1.4539,                 1.3723,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.2614,                 1.1701,                 1.2898,                0.78895,                 0.6523,                0.72821,                0.43342,                 1.3628,                  1.407,                 1.3499,               0.001208,               0.001208,               0.001208
                     10,                 1.2275,                 1.1811,                 1.2748,                0.81453,                0.56376,                0.73077,                 0.4464,                 1.4052,                 1.3357,                 1.3883,               0.001109,               0.001109,               0.001109
                     11,                 1.1872,                 1.1635,                 1.2551,                0.79437,                0.59732,                0.70989,                0.43179,                 1.4178,                 1.3987,                 1.3637,                0.00101,                0.00101,                0.00101
                     12,                 1.1504,                  1.069,                  1.218,                0.89907,                0.55034,                0.71434,                0.43947,                 1.3702,                  1.368,                 1.3866,               0.000911,               0.000911,               0.000911
                     13,                 1.1461,                 1.0124,                 1.2108,                0.78898,                0.57718,                0.68528,                0.41062,                 1.4252,                 1.3521,                   1.42,               0.000812,               0.000812,               0.000812
                     14,                 1.1173,                 1.0011,                 1.2105,                0.81654,                0.59743,                 0.7331,                0.44065,                 1.4122,                 1.2724,                 1.3915,               0.000713,               0.000713,               0.000713
                     15,                 1.1209,                0.97323,                  1.207,                0.85533,                0.65101,                 0.7677,                0.47258,                 1.3366,                 1.1861,                   1.31,               0.000614,               0.000614,               0.000614
                     16,                 1.0776,                  0.918,                 1.1818,                0.81484,                0.68456,                 0.7629,                0.48267,                 1.3005,                 1.1973,                 1.2991,               0.000515,               0.000515,               0.000515
                     17,                 1.0521,                0.90806,                 1.1729,                0.88004,                0.58389,                 0.7575,                0.46036,                  1.314,                 1.1942,                 1.3104,               0.000416,               0.000416,               0.000416
                     18,                 1.0374,                0.90093,                  1.142,                0.74406,                0.65101,                0.74612,                0.46867,                 1.2986,                 1.1981,                 1.2847,               0.000317,               0.000317,               0.000317
                     19,                 1.0295,                0.84132,                 1.1307,                 0.8795,                0.60403,                0.75349,                 0.4885,                 1.2442,                 1.1792,                 1.2378,               0.000218,               0.000218,               0.000218
                     20,                 1.0046,                0.84763,                 1.1448,                0.74643,                0.71141,                0.76097,                0.48648,                 1.2457,                 1.1635,                 1.2296,               0.000119,               0.000119,               0.000119
