                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.0715,                 1.0399,                 1.2055,                0.87495,                0.75839,                0.89281,                0.61365,                  1.061,                0.85193,                 1.1329,                0.00022,                0.00022,                0.00022
                      2,                0.96649,                0.87735,                 1.1615,                0.84631,                 0.8255,                0.88965,                0.61027,                 1.0758,                0.90179,                 1.1346,             0.00043723,             0.00043723,             0.00043723
                      3,                0.95815,                 0.8389,                  1.134,                0.84063,                0.70801,                0.82351,                0.54801,                 1.1587,                 1.0448,                 1.2114,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.0338,                0.84331,                 1.1371,                0.91463,                0.71905,                0.85683,                0.57961,                 1.1682,                 1.0372,                  1.221,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.1227,                0.98068,                 1.2158,                 0.7814,                0.73826,                0.83387,                0.54257,                 1.1608,                0.98867,                 1.2145,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.0533,                0.95604,                 1.1951,                0.72329,                0.63087,                0.70974,                0.44487,                 1.2244,                 1.3071,                 1.2782,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.0962,                 1.0266,                 1.1905,                0.60357,                0.65772,                0.67698,                0.42722,                 1.2297,                 1.3241,                 1.2381,               0.001167,               0.001167,               0.001167
                      8,                 1.0887,                0.97727,                 1.1832,                0.74264,                0.75839,                0.79452,                0.48448,                 1.1849,                 1.3757,                 1.2498,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.1093,                 1.0178,                 1.2126,                0.70471,                0.79195,                0.79606,                0.46821,                   1.27,                 1.3351,                 1.2967,               0.001208,               0.001208,               0.001208
                     10,                 1.2257,                  1.084,                 1.2862,                0.77557,                0.64942,                0.76276,                0.47693,                 1.2265,                 1.1712,                 1.2511,               0.001109,               0.001109,               0.001109
                     11,                 1.1405,                 1.0672,                 1.2272,                0.80818,                0.56553,                0.70459,                0.43923,                  1.322,                  1.371,                 1.3001,                0.00101,                0.00101,                0.00101
                     12,                 1.0314,                0.98966,                 1.1699,                0.73958,                0.74334,                0.79074,                0.51181,                 1.2344,                  1.076,                 1.2345,               0.000911,               0.000911,               0.000911
                     13,                 1.0304,                0.92711,                 1.1627,                0.71506,                 0.7651,                0.83074,                0.56147,                 1.1578,                 1.0523,                 1.1973,               0.000812,               0.000812,               0.000812
                     14,                 1.0152,                0.87226,                  1.145,                0.84919,                0.75585,                0.84567,                0.57853,                 1.1008,                0.94965,                 1.1569,               0.000713,               0.000713,               0.000713
                     15,                 1.0009,                0.85305,                 1.1502,                0.86503,                0.77181,                 0.8797,                0.60946,                 1.0772,                0.88853,                 1.1337,               0.000614,               0.000614,               0.000614
                     16,                0.97768,                0.84243,                 1.1211,                0.89675,                0.81607,                0.92843,                0.63917,                 1.0297,                  0.763,                  1.115,               0.000515,               0.000515,               0.000515
                     17,                0.98227,                0.80473,                 1.1413,                 0.9552,                0.85865,                0.95375,                0.67544,                0.95635,                0.71679,                 1.0813,               0.000416,               0.000416,               0.000416
                     18,                0.97845,                0.77241,                 1.1207,                0.93612,                0.88516,                0.96201,                0.70748,                0.92727,                0.66325,                 1.0594,               0.000317,               0.000317,               0.000317
                     19,                0.95621,                0.77256,                 1.1115,                0.88487,                0.92848,                0.96337,                0.69435,                0.94415,                0.66363,                 1.0722,               0.000218,               0.000218,               0.000218
                     20,                0.93417,                0.74013,                 1.1112,                0.88996,                0.91946,                0.96672,                0.69871,                0.93629,                0.64496,                 1.0739,               0.000119,               0.000119,               0.000119
