                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2667,                 1.1266,                 1.2711,                0.85986,                0.75472,                0.88341,                0.60775,                 1.0705,                0.84662,                 1.1549,                0.00034,                0.00034,                0.00034
                      2,                 1.2975,                 1.0835,                 1.2858,                 0.7435,                0.74057,                  0.818,                0.54029,                 1.1368,                0.97181,                  1.171,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.3364,                 1.1591,                 1.3234,                0.78882,                0.72239,                0.82315,                0.51923,                 1.2337,                 1.1676,                 1.2456,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.3891,                 1.2048,                 1.3407,                0.84233,                 0.6552,                 0.7837,                0.48873,                 1.2613,                 1.1233,                 1.2722,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.3328,                 1.1902,                 1.3208,                0.65474,                0.65094,                0.68057,                0.39009,                   1.41,                 1.4694,                 1.4291,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.3343,                 1.1774,                 1.3369,                0.63196,                0.62264,                0.68778,                0.41129,                 1.3657,                 1.7498,                 1.3875,               0.001505,               0.001505,               0.001505
                      7,                 1.3175,                 1.1362,                 1.3329,                0.58373,                0.68792,                0.64645,                0.36058,                 1.4671,                 1.6394,                 1.4183,               0.001406,               0.001406,               0.001406
                      8,                 1.3672,                 1.1628,                 1.3453,                0.61356,                0.54245,                0.59185,                0.34153,                 1.4031,                 1.5119,                 1.4247,               0.001307,               0.001307,               0.001307
                      9,                 1.3059,                 1.1894,                  1.299,                0.62784,                0.65254,                0.64124,                0.39042,                 1.3705,                 1.3923,                 1.3578,               0.001208,               0.001208,               0.001208
                     10,                 1.2855,                 1.1324,                 1.3099,                0.66796,                0.69811,                 0.7435,                0.43028,                 1.3811,                  1.344,                 1.4145,               0.001109,               0.001109,               0.001109
                     11,                 1.2555,                 1.1519,                 1.2892,                  0.732,                0.63129,                0.72867,                0.45232,                 1.2955,                 1.2497,                 1.3262,                0.00101,                0.00101,                0.00101
                     12,                 1.2231,                 1.0698,                 1.2695,                 0.6931,                0.66509,                0.72803,                0.43163,                 1.3401,                 1.5133,                 1.3598,               0.000911,               0.000911,               0.000911
                     13,                 1.1935,                0.99386,                 1.2284,                0.72834,                0.71226,                0.73787,                0.45262,                 1.3339,                  1.343,                  1.397,               0.000812,               0.000812,               0.000812
                     14,                 1.1507,                 0.9257,                 1.2168,                0.83021,                0.59906,                0.75536,                0.44537,                  1.368,                 1.1477,                 1.3799,               0.000713,               0.000713,               0.000713
                     15,                 1.1494,                0.88295,                 1.2079,                0.74212,                0.71945,                0.79396,                0.48655,                 1.2901,                 1.0886,                 1.3093,               0.000614,               0.000614,               0.000614
                     16,                  1.117,                0.87965,                 1.1793,                0.71106,                0.71698,                0.77758,                0.48014,                 1.2771,                 1.1134,                 1.2771,               0.000515,               0.000515,               0.000515
                     17,                 1.0906,                 0.8145,                 1.1598,                0.67636,                0.72949,                0.76866,                0.49637,                  1.237,                 1.0696,                 1.2669,               0.000416,               0.000416,               0.000416
                     18,                 1.0569,                0.81547,                 1.1435,                0.70767,                0.71939,                0.78703,                0.49611,                 1.2349,                 1.0084,                 1.2734,               0.000317,               0.000317,               0.000317
                     19,                 1.0499,                0.80021,                 1.1406,                0.75261,                0.68868,                0.79335,                0.50768,                 1.2241,                 1.0097,                  1.249,               0.000218,               0.000218,               0.000218
                     20,                 1.0173,                0.76575,                 1.1221,                0.74515,                0.71226,                0.80244,                0.51561,                 1.2154,                0.97989,                 1.2475,               0.000119,               0.000119,               0.000119
