                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2752,                 1.2426,                 1.3153,                0.72645,                0.67644,                0.73289,                0.45398,                 1.2816,                 1.3239,                 1.3005,                0.00034,                0.00034,                0.00034
                      2,                 1.2914,                 1.2768,                 1.2979,                0.66919,                0.60849,                0.65988,                0.39449,                 1.3754,                  1.378,                 1.3531,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.3199,                 1.3164,                 1.3247,                0.60529,                0.56604,                0.59312,                 0.3348,                 1.4553,                 1.8348,                 1.4536,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.3588,                 1.3804,                 1.3574,                0.63371,                0.49528,                0.55065,                0.30124,                 1.5026,                 1.6713,                 1.4718,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.3685,                 1.3566,                 1.3525,                0.41692,                0.46226,                0.39424,                0.21938,                 1.6056,                 1.8548,                  1.525,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.3465,                 1.3148,                 1.3357,                0.54296,                0.53237,                0.50509,                0.27979,                 1.5419,                 1.7803,                 1.4874,               0.001505,               0.001505,               0.001505
                      7,                 1.3701,                 1.3374,                 1.3385,                0.67542,                0.50061,                0.57427,                0.31658,                  1.628,                 1.6098,                 1.5583,               0.001406,               0.001406,               0.001406
                      8,                 1.3941,                 1.3184,                  1.364,                0.67071,                0.60849,                0.63901,                0.35721,                 1.5153,                 1.4282,                 1.5292,               0.001307,               0.001307,               0.001307
                      9,                 1.3741,                 1.2521,                  1.361,                0.69649,                0.50943,                0.55138,                0.30899,                 1.5023,                 1.6098,                 1.4796,               0.001208,               0.001208,               0.001208
                     10,                 1.3296,                 1.2721,                 1.3401,                0.63576,                0.59906,                0.59102,                0.34646,                 1.4725,                 1.5894,                 1.4286,               0.001109,               0.001109,               0.001109
                     11,                 1.2794,                 1.2349,                 1.3207,                0.65933,                0.56602,                0.61398,                0.36138,                 1.4176,                 1.4854,                 1.3932,                0.00101,                0.00101,                0.00101
                     12,                  1.264,                 1.2041,                 1.3056,                0.60586,                0.63679,                 0.6572,                0.40308,                 1.3946,                 1.4386,                 1.3856,               0.000911,               0.000911,               0.000911
                     13,                 1.2593,                 1.1674,                  1.295,                0.59803,                0.41981,                0.47685,                0.26978,                 1.5056,                 1.7935,                 1.4776,               0.000812,               0.000812,               0.000812
                     14,                 1.2094,                   1.12,                 1.2743,                0.72882,                0.54245,                0.66007,                0.38995,                 1.3836,                 1.3603,                 1.3911,               0.000713,               0.000713,               0.000713
                     15,                 1.1661,                 1.0629,                 1.2387,                0.71873,                0.62264,                0.69956,                0.40916,                 1.3754,                 1.3007,                 1.3605,               0.000614,               0.000614,               0.000614
                     16,                 1.1271,                 1.0014,                 1.1858,                0.68075,                0.66981,                0.71654,                0.44286,                 1.3293,                 1.2759,                 1.3134,               0.000515,               0.000515,               0.000515
                     17,                 1.1292,                0.96054,                 1.2037,                0.75387,                0.60377,                0.72249,                0.44255,                 1.3087,                  1.202,                  1.312,               0.000416,               0.000416,               0.000416
                     18,                 1.0956,                0.96148,                  1.204,                0.77878,                0.61792,                0.73868,                0.45084,                 1.3101,                 1.1524,                 1.3142,               0.000317,               0.000317,               0.000317
                     19,                 1.0683,                0.87404,                 1.1588,                0.80452,                0.62124,                0.75262,                0.47271,                  1.273,                 1.1353,                 1.2904,               0.000218,               0.000218,               0.000218
                     20,                 1.0647,                0.87378,                 1.1623,                0.77569,                0.63615,                0.75805,                0.47883,                 1.2449,                  1.122,                 1.2759,               0.000119,               0.000119,               0.000119
