                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2607,                 1.2984,                 1.2862,                0.75243,                0.70283,                0.78398,                0.49394,                 1.2491,                 1.2307,                 1.2748,                0.00034,                0.00034,                0.00034
                      2,                 1.2888,                 1.3539,                 1.3475,                0.71463,                0.60849,                0.65084,                0.35407,                 1.3377,                 1.4755,                 1.3638,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.3781,                 1.4323,                 1.4044,                0.62117,                0.56604,                0.59127,                0.33237,                  1.404,                 1.6714,                 1.3757,             0.00095506,             0.00095506,             0.00095506
                      4,                   1.37,                 1.4633,                 1.3886,                0.57986,                0.54036,                0.53733,                0.30445,                 1.4963,                 1.7704,                 1.5419,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.4283,                 1.4937,                 1.4192,                0.59307,                0.59809,                0.61884,                0.34295,                 1.3859,                 1.5061,                 1.4168,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.3156,                 1.4317,                 1.3615,                0.70039,                0.56132,                0.64897,                0.36285,                 1.4566,                 1.4889,                 1.4931,               0.001505,               0.001505,               0.001505
                      7,                 1.3256,                 1.4175,                 1.3905,                0.68321,                0.58019,                0.65222,                0.38393,                 1.4733,                 1.4172,                 1.4396,               0.001406,               0.001406,               0.001406
                      8,                 1.3286,                 1.3623,                 1.3766,                0.66226,                0.69372,                0.72162,                0.42437,                 1.2839,                 1.4513,                 1.3353,               0.001307,               0.001307,               0.001307
                      9,                 1.3417,                 1.3193,                 1.3901,                0.65443,                0.64317,                0.70363,                0.43294,                 1.3253,                 1.2835,                 1.3309,               0.001208,               0.001208,               0.001208
                     10,                 1.3028,                  1.279,                 1.3618,                 0.7384,                0.64623,                0.71773,                0.42737,                 1.3508,                 1.2922,                 1.3429,               0.001109,               0.001109,               0.001109
                     11,                 1.2999,                 1.4196,                 1.3938,                0.67665,                0.58491,                0.68374,                0.44229,                 1.2983,                 1.4304,                   1.32,                0.00101,                0.00101,                0.00101
                     12,                 1.2036,                 1.2892,                 1.3112,                0.72942,                   0.75,                 0.7768,                0.49314,                 1.2431,                 1.2753,                  1.285,               0.000911,               0.000911,               0.000911
                     13,                 1.1774,                 1.2016,                 1.2759,                0.74385,                0.73968,                0.80469,                0.51538,                 1.1859,                 1.1692,                 1.2581,               0.000812,               0.000812,               0.000812
                     14,                 1.1832,                  1.172,                 1.2978,                0.81342,                0.73113,                0.82979,                0.52964,                 1.1987,                 1.1337,                 1.2556,               0.000713,               0.000713,               0.000713
                     15,                 1.1258,                 1.0818,                 1.2528,                0.79668,                0.75943,                0.83855,                0.57547,                  1.118,                 1.0446,                 1.1877,               0.000614,               0.000614,               0.000614
                     16,                 1.1238,                 1.0118,                 1.2334,                0.82456,                0.77592,                0.86149,                 0.5972,                 1.0831,                0.98907,                  1.162,               0.000515,               0.000515,               0.000515
                     17,                 1.0507,                0.96793,                 1.1935,                0.83675,                0.78774,                0.88338,                 0.6354,                 1.0375,                0.91631,                 1.1355,               0.000416,               0.000416,               0.000416
                     18,                 1.0556,                0.94882,                 1.1863,                0.90351,                0.79245,                0.90663,                0.65864,                 1.0143,                0.82459,                 1.1191,               0.000317,               0.000317,               0.000317
                     19,                 1.0157,                0.92502,                 1.1692,                0.87425,                0.81986,                0.91061,                0.66125,                0.98587,                0.80474,                 1.1017,               0.000218,               0.000218,               0.000218
                     20,                 1.0052,                0.89087,                 1.1552,                0.88101,                0.83822,                0.91669,                 0.6823,                0.96956,                0.78091,                 1.0921,               0.000119,               0.000119,               0.000119
