                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3278,                 1.2741,                 1.3153,                0.76999,                0.69649,                0.79439,                0.49462,                 1.2592,                 1.1261,                 1.2962,                0.00022,                0.00022,                0.00022
                      2,                  1.288,                 1.2237,                 1.2713,                0.74116,                0.69182,                0.74736,                0.44908,                 1.3066,                 1.3052,                 1.2621,             0.00043723,             0.00043723,             0.00043723
                      3,                  1.278,                 1.2227,                 1.2569,                0.65912,                0.69799,                0.75453,                0.44348,                 1.3296,                 1.2239,                 1.3064,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.3103,                  1.174,                  1.287,                0.73463,                0.63758,                0.70279,                0.40335,                 1.4237,                 1.3849,                 1.3906,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.3496,                 1.2413,                 1.3351,                 0.6972,                0.63358,                0.70818,                0.40655,                 1.4286,                 1.3749,                 1.3689,             0.00094636,             0.00094636,             0.00094636
                      6,                 1.2826,                 1.1925,                 1.2949,                0.72244,                0.57648,                0.67618,                0.38477,                 1.4623,                 1.5026,                 1.4076,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.2845,                 1.2127,                 1.2872,                 0.6357,                 0.6207,                0.66213,                0.39212,                 1.4457,                 1.5635,                 1.3677,               0.001167,               0.001167,               0.001167
                      8,                 1.2899,                 1.2328,                 1.2993,                0.61134,                0.60174,                0.60958,                0.35936,                 1.4859,                 1.5305,                 1.4499,              0.0012416,              0.0012416,              0.0012416
                      9,                 1.2942,                 1.1501,                 1.2836,                0.70591,                0.53691,                0.65984,                0.37917,                 1.4623,                 1.4336,                 1.4566,               0.001208,               0.001208,               0.001208
                     10,                 1.2972,                 1.1737,                 1.3188,                0.71145,                0.57718,                0.66968,                  0.365,                 1.5623,                 1.4701,                 1.4862,               0.001109,               0.001109,               0.001109
                     11,                  1.268,                 1.2153,                 1.2802,                0.64376,                0.56376,                0.60642,                 0.3405,                   1.59,                 1.5137,                 1.4992,                0.00101,                0.00101,                0.00101
                     12,                 1.2101,                 1.1477,                 1.2266,                0.71888,                0.58389,                0.68618,                0.39056,                 1.3717,                 1.4063,                 1.4027,               0.000911,               0.000911,               0.000911
                     13,                  1.193,                 1.0717,                 1.2391,                0.67149,                0.65772,                0.69161,                 0.4233,                 1.3571,                 1.3437,                 1.3883,               0.000812,               0.000812,               0.000812
                     14,                 1.1449,                 1.0291,                  1.165,                0.63982,                0.72724,                0.71265,                0.41809,                 1.4021,                 1.2743,                 1.3762,               0.000713,               0.000713,               0.000713
                     15,                 1.1616,                 1.0016,                 1.2087,                0.75125,                0.61074,                0.72268,                0.45287,                 1.3415,                 1.2347,                 1.3329,               0.000614,               0.000614,               0.000614
                     16,                 1.1337,                0.95627,                 1.1886,                0.82156,                0.59732,                0.71174,                0.44197,                 1.3492,                  1.251,                 1.3128,               0.000515,               0.000515,               0.000515
                     17,                 1.0637,                 0.8855,                  1.146,                0.66403,                0.67114,                0.69813,                0.41949,                 1.3927,                 1.2933,                 1.3435,               0.000416,               0.000416,               0.000416
                     18,                 1.0252,                 0.8734,                 1.1074,                0.81925,                 0.6084,                0.73337,                0.43898,                 1.3508,                 1.2491,                 1.3338,               0.000317,               0.000317,               0.000317
                     19,                 1.0266,                0.83843,                  1.102,                0.81087,                0.63304,                0.74619,                0.44579,                 1.3458,                 1.2027,                 1.3286,               0.000218,               0.000218,               0.000218
                     20,                 1.0223,                0.84348,                  1.134,                0.84503,                0.63087,                0.76424,                0.45612,                 1.3376,                 1.1826,                 1.3182,               0.000119,               0.000119,               0.000119
