                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1893,                 1.0339,                   1.25,                0.78504,                0.77358,                0.86338,                0.58559,                 1.0878,                0.91424,                 1.1617,                0.00034,                0.00034,                0.00034
                      2,                 1.1654,                  1.014,                 1.2269,                0.76671,                0.73113,                0.82355,                0.53461,                 1.1827,                 1.0793,                 1.2007,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.2029,                 1.0226,                 1.2564,                0.70253,                0.61321,                 0.6967,                0.41485,                 1.3477,                  1.299,                 1.3402,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.2428,                  1.114,                 1.2896,                 0.5856,                0.55189,                0.58741,                0.34201,                 1.3748,                 1.5493,                 1.3774,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.2888,                 1.1445,                 1.2833,                0.61256,                0.54245,                0.60035,                0.35673,                 1.2632,                 1.5889,                 1.2677,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.2481,                 1.1168,                 1.2724,                0.66011,                0.53135,                0.61608,                0.35891,                  1.372,                 1.4514,                 1.3715,               0.001505,               0.001505,               0.001505
                      7,                 1.2826,                 1.1285,                 1.2985,                0.66672,                0.54245,                0.57662,                0.32132,                 1.4677,                 1.4893,                 1.4326,               0.001406,               0.001406,               0.001406
                      8,                 1.2716,                 1.1273,                 1.2815,                 0.7502,                0.48585,                0.60936,                0.35628,                 1.4726,                 1.4259,                  1.461,               0.001307,               0.001307,               0.001307
                      9,                 1.2391,                 1.0868,                 1.2778,                  0.761,                0.63208,                0.69681,                0.37415,                 1.4933,                 1.3853,                 1.4559,               0.001208,               0.001208,               0.001208
                     10,                 1.2193,                 1.0566,                 1.2788,                0.75652,                0.58625,                0.71007,                0.40488,                 1.3899,                 1.2859,                 1.3744,               0.001109,               0.001109,               0.001109
                     11,                 1.1505,                 1.0009,                 1.2153,                0.73892,                0.58742,                0.68088,                0.43839,                 1.2815,                 1.3193,                 1.2899,                0.00101,                0.00101,                0.00101
                     12,                 1.1577,                 0.9829,                 1.2197,                0.57693,                0.67925,                0.68323,                0.41873,                 1.3188,                 1.3739,                 1.3571,               0.000911,               0.000911,               0.000911
                     13,                 1.1301,                0.95108,                 1.2102,                0.67251,                0.58491,                0.65373,                0.41035,                 1.3146,                 1.4233,                 1.3323,               0.000812,               0.000812,               0.000812
                     14,                 1.0968,                0.91088,                 1.1921,                0.76578,                0.62736,                0.71869,                0.45393,                  1.295,                 1.2553,                 1.3165,               0.000713,               0.000713,               0.000713
                     15,                 1.0846,                0.87691,                 1.1761,                0.77191,                0.65451,                0.74834,                 0.4801,                 1.2796,                 1.1599,                 1.3031,               0.000614,               0.000614,               0.000614
                     16,                   1.08,                0.82765,                  1.163,                0.75915,                0.70755,                0.75863,                0.48518,                 1.2296,                 1.1326,                 1.2503,               0.000515,               0.000515,               0.000515
                     17,                 1.0425,                0.80151,                 1.1512,                0.74008,                0.68868,                 0.7875,                0.51039,                 1.2241,                 1.0369,                 1.2323,               0.000416,               0.000416,               0.000416
                     18,                 1.0172,                0.80521,                 1.1492,                0.73808,                0.73113,                0.79125,                0.50901,                 1.2565,                 1.0211,                 1.2602,               0.000317,               0.000317,               0.000317
                     19,                0.97956,                0.71841,                 1.1046,                0.78297,                0.71474,                0.80943,                0.53331,                 1.2232,                0.99788,                 1.2428,               0.000218,               0.000218,               0.000218
                     20,                0.97772,                0.72544,                 1.1089,                0.78133,                0.73585,                0.81933,                  0.533,                  1.212,                0.98204,                 1.2391,               0.000119,               0.000119,               0.000119
