                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.1632,                   1.06,                 1.2359,                0.89923,                0.75765,                0.88895,                0.62262,                 1.0322,                0.86411,                 1.1286,                0.00034,                0.00034,                0.00034
                      2,                  1.124,                 1.0108,                  1.252,                0.75221,                0.73029,                0.81053,                0.54468,                 1.1309,                0.99112,                 1.1886,             0.00066535,             0.00066535,             0.00066535
                      3,                 1.1877,                 1.0887,                 1.2778,                0.76555,                0.74528,                0.81151,                0.53507,                 1.1488,                 1.0975,                 1.1947,             0.00095506,             0.00095506,             0.00095506
                      4,                 1.2198,                 1.1191,                 1.2948,                 0.7439,                0.74528,                0.78386,                0.51335,                 1.2011,                 1.0797,                 1.2513,              0.0012091,              0.0012091,              0.0012091
                      5,                 1.2524,                 1.1619,                 1.3041,                0.68938,                0.62813,                0.65281,                 0.3834,                 1.3663,                  1.519,                 1.3553,              0.0014276,              0.0014276,              0.0014276
                      6,                 1.2314,                  1.174,                 1.3104,                0.74364,                0.69782,                0.79714,                0.50527,                 1.2497,                 1.0915,                 1.2744,               0.001505,               0.001505,               0.001505
                      7,                 1.2267,                 1.1796,                 1.3242,                0.77222,                0.63965,                0.74177,                0.43922,                 1.3461,                 1.2374,                 1.3113,               0.001406,               0.001406,               0.001406
                      8,                 1.1951,                 1.0713,                 1.2728,                0.78763,                0.69976,                0.80822,                0.54835,                 1.1892,                 1.0085,                 1.2152,               0.001307,               0.001307,               0.001307
                      9,                 1.2244,                 1.0912,                 1.2955,                0.71002,                 0.6934,                0.78047,                0.51828,                 1.2272,                 1.0295,                 1.2253,               0.001208,               0.001208,               0.001208
                     10,                 1.1819,                  1.081,                 1.2895,                0.83581,                0.76887,                0.86695,                0.57751,                 1.1137,                 1.0411,                 1.1751,               0.001109,               0.001109,               0.001109
                     11,                 1.1212,                 1.0841,                  1.266,                0.79704,                0.70755,                0.79882,                0.52465,                   1.21,                 1.1514,                 1.2352,                0.00101,                0.00101,                0.00101
                     12,                    1.1,                 1.0108,                 1.2354,                0.69726,                0.66509,                0.71395,                 0.4526,                 1.2318,                 1.3929,                 1.2461,               0.000911,               0.000911,               0.000911
                     13,                 1.0764,                0.95498,                 1.1997,                0.80385,                0.73456,                0.81128,                0.54087,                 1.1254,                 1.1732,                 1.1846,               0.000812,               0.000812,               0.000812
                     14,                 1.0817,                0.96137,                   1.23,                0.92737,                0.79245,                0.91158,                0.63834,                 1.0266,                0.80464,                  1.121,               0.000713,               0.000713,               0.000713
                     15,                 1.0232,                0.89909,                 1.1807,                0.86062,                0.82075,                0.89641,                0.63331,                  1.011,                 0.8272,                 1.1095,               0.000614,               0.000614,               0.000614
                     16,                0.99346,                0.82013,                 1.1486,                 0.8623,                0.85664,                0.93628,                0.66933,                0.99996,                0.74426,                 1.1105,               0.000515,               0.000515,               0.000515
                     17,                0.99943,                0.82537,                 1.1633,                0.94213,                0.84478,                0.94845,                0.69194,                 0.9652,                0.72365,                 1.0963,               0.000416,               0.000416,               0.000416
                     18,                0.96938,                0.78686,                 1.1417,                0.92524,                0.89623,                0.95685,                0.71049,                0.91911,                0.66492,                 1.0667,               0.000317,               0.000317,               0.000317
                     19,                0.93183,                 0.7368,                 1.1201,                0.90155,                0.90712,                0.96213,                0.72089,                0.89667,                0.64882,                  1.053,               0.000218,               0.000218,               0.000218
                     20,                0.91309,                0.73206,                 1.0986,                0.92129,                0.90094,                0.96656,                 0.7286,                0.88292,                0.62577,                 1.0453,               0.000119,               0.000119,               0.000119
