                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.98522,                0.77884,                 1.1051,                 0.8276,                0.73559,                0.83365,                0.53063,                 1.2259,                 1.0274,                 1.2479,             0.00065333,             0.00065333,             0.00065333
