                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.3063,                 1.4071,                 1.3114,                0.76234,                0.68893,                0.75742,                0.46872,                 1.3288,                 1.3266,                 1.3077,                0.00022,                0.00022,                0.00022
                      2,                 1.3414,                 1.4415,                 1.3725,                0.73312,                 0.6443,                0.72484,                0.44553,                 1.3389,                 1.3792,                 1.3396,             0.00043723,             0.00043723,             0.00043723
                      3,                 1.3097,                 1.4396,                 1.3517,                0.61651,                0.59344,                0.64954,                0.36387,                 1.4232,                 1.5103,                 1.3963,              0.0006307,              0.0006307,              0.0006307
                      4,                 1.3267,                 1.4222,                 1.3053,                0.71937,                0.55705,                0.63173,                0.37851,                 1.4638,                 1.5884,                 1.3924,             0.00080041,             0.00080041,             0.00080041
                      5,                 1.3164,                 1.4178,                 1.3705,                0.65404,                0.60403,                0.61924,                0.35179,                 1.4305,                 1.5762,                 1.3899,             0.00094636,             0.00094636,             0.00094636
                      6,                   1.32,                 1.3453,                 1.3213,                 0.5562,                0.59732,                0.56732,                0.33077,                 1.4334,                 1.6503,                 1.4289,              0.0010685,              0.0010685,              0.0010685
                      7,                 1.3852,                 1.3658,                 1.3523,                0.68162,                0.51726,                0.62105,                0.34921,                  1.499,                  1.661,                 1.4974,               0.001167,               0.001167,               0.001167
                      8,                 1.3375,                 1.3349,                 1.3555,                0.56973,                0.60403,                0.60024,                0.34194,                 1.5221,                  1.636,                 1.4877,              0.0012416,              0.0012416,              0.0012416
                      9,                  1.335,                 1.2553,                 1.2926,                0.59758,                0.50829,                0.53273,                 0.3115,                 1.4898,                 1.7643,                  1.468,               0.001208,               0.001208,               0.001208
                     10,                 1.3139,                 1.2814,                 1.3069,                0.61742,                0.46309,                 0.5137,                0.29582,                 1.4978,                 1.7874,                 1.5545,               0.001109,               0.001109,               0.001109
                     11,                 1.3299,                 1.4753,                 1.3217,                0.71038,                 0.5302,                0.62517,                0.35413,                 1.4707,                 1.5867,                 1.4929,                0.00101,                0.00101,                0.00101
                     12,                 1.2454,                 1.3801,                 1.2717,                0.78738,                0.59649,                0.68439,                0.39309,                 1.4436,                 1.5391,                 1.4803,               0.000911,               0.000911,               0.000911
                     13,                 1.1836,                 1.2934,                 1.2532,                0.66731,                0.55705,                0.60511,                0.34364,                 1.4237,                 1.6988,                 1.4185,               0.000812,               0.000812,               0.000812
                     14,                 1.1691,                 1.2008,                 1.2099,                0.80273,                 0.5906,                0.69845,                0.42722,                 1.3677,                 1.4471,                 1.3384,               0.000713,               0.000713,               0.000713
                     15,                   1.15,                 1.1265,                 1.1995,                0.81489,                0.61745,                0.72853,                0.42496,                 1.4051,                  1.374,                  1.352,               0.000614,               0.000614,               0.000614
                     16,                 1.1574,                 1.0874,                 1.1996,                0.75779,                0.61074,                0.70338,                 0.4006,                 1.4485,                 1.3307,                 1.4309,               0.000515,               0.000515,               0.000515
                     17,                 1.1366,                 1.0598,                 1.2063,                0.76747,                 0.5981,                0.71394,                0.43564,                  1.417,                 1.3264,                 1.3966,               0.000416,               0.000416,               0.000416
                     18,                 1.0869,                 1.0344,                 1.1554,                0.86081,                0.58108,                0.74278,                0.43601,                 1.4034,                 1.3058,                 1.3698,               0.000317,               0.000317,               0.000317
                     19,                 1.0513,                 1.0068,                 1.1313,                 0.7694,                0.63087,                0.75266,                0.44885,                 1.3964,                 1.2498,                 1.3664,               0.000218,               0.000218,               0.000218
                     20,                 1.0484,                0.96958,                 1.1629,                0.71403,                0.72059,                0.75769,                 0.4671,                 1.3503,                 1.2128,                 1.3399,               0.000119,               0.000119,               0.000119
